127	19	procurement	IN_PROGRESS	2026-04-08 10:49:57.453+00	\N	\N	2026-04-08 10:49:57.453+00	2026-04-08 10:49:57.453+00
128	19	planning	NOT_STARTED	\N	\N	\N	2026-04-08 10:49:57.456+00	2026-04-08 10:49:57.456+00
129	19	cutting	NOT_STARTED	\N	\N	\N	2026-04-08 10:49:57.457+00	2026-04-08 10:49:57.457+00
130	19	sewing	NOT_STARTED	\N	\N	\N	2026-04-08 10:49:57.458+00	2026-04-08 10:49:57.458+00
131	19	qc	NOT_STARTED	\N	\N	\N	2026-04-08 10:49:57.46+00	2026-04-08 10:49:57.46+00
132	19	warehouse	NOT_STARTED	\N	\N	\N	2026-04-08 10:49:57.461+00	2026-04-08 10:49:57.461+00
133	19	shipping	NOT_STARTED	\N	\N	\N	2026-04-08 10:49:57.463+00	2026-04-08 10:49:57.463+00
134	20	procurement	IN_PROGRESS	2026-04-08 10:54:23.381+00	\N	\N	2026-04-08 10:54:23.382+00	2026-04-08 10:54:23.382+00
135	20	planning	NOT_STARTED	\N	\N	\N	2026-04-08 10:54:23.383+00	2026-04-08 10:54:23.383+00
136	20	cutting	NOT_STARTED	\N	\N	\N	2026-04-08 10:54:23.39+00	2026-04-08 10:54:23.39+00
137	20	sewing	NOT_STARTED	\N	\N	\N	2026-04-08 10:54:23.391+00	2026-04-08 10:54:23.391+00
138	20	qc	NOT_STARTED	\N	\N	\N	2026-04-08 10:54:23.394+00	2026-04-08 10:54:23.394+00
139	20	warehouse	NOT_STARTED	\N	\N	\N	2026-04-08 10:54:23.45+00	2026-04-08 10:54:23.45+00
140	20	shipping	NOT_STARTED	\N	\N	\N	2026-04-08 10:54:23.452+00	2026-04-08 10:54:23.452+00
141	21	procurement	IN_PROGRESS	2026-04-08 10:56:22.26+00	\N	\N	2026-04-08 10:56:22.26+00	2026-04-08 10:56:22.26+00
142	21	planning	NOT_STARTED	\N	\N	\N	2026-04-08 10:56:22.263+00	2026-04-08 10:56:22.263+00
143	21	cutting	NOT_STARTED	\N	\N	\N	2026-04-08 10:56:22.267+00	2026-04-08 10:56:22.267+00
144	21	sewing	NOT_STARTED	\N	\N	\N	2026-04-08 10:56:22.271+00	2026-04-08 10:56:22.271+00
145	21	qc	NOT_STARTED	\N	\N	\N	2026-04-08 10:56:22.274+00	2026-04-08 10:56:22.274+00
146	21	warehouse	NOT_STARTED	\N	\N	\N	2026-04-08 10:56:22.278+00	2026-04-08 10:56:22.278+00
147	21	shipping	NOT_STARTED	\N	\N	\N	2026-04-08 10:56:22.283+00	2026-04-08 10:56:22.283+00
148	22	procurement	IN_PROGRESS	2026-04-08 10:58:41.75+00	\N	\N	2026-04-08 10:58:41.751+00	2026-04-08 10:58:41.751+00
149	22	planning	NOT_STARTED	\N	\N	\N	2026-04-08 10:58:41.754+00	2026-04-08 10:58:41.754+00
150	22	cutting	NOT_STARTED	\N	\N	\N	2026-04-08 10:58:41.755+00	2026-04-08 10:58:41.755+00
151	22	sewing	NOT_STARTED	\N	\N	\N	2026-04-08 10:58:41.757+00	2026-04-08 10:58:41.757+00
152	22	qc	NOT_STARTED	\N	\N	\N	2026-04-08 10:58:41.758+00	2026-04-08 10:58:41.758+00
153	22	warehouse	NOT_STARTED	\N	\N	\N	2026-04-08 10:58:41.76+00	2026-04-08 10:58:41.76+00
154	22	shipping	NOT_STARTED	\N	\N	\N	2026-04-08 10:58:41.761+00	2026-04-08 10:58:41.761+00
155	23	procurement	IN_PROGRESS	2026-04-08 11:00:42.771+00	\N	\N	2026-04-08 11:00:42.771+00	2026-04-08 11:00:42.771+00
156	23	planning	NOT_STARTED	\N	\N	\N	2026-04-08 11:00:42.773+00	2026-04-08 11:00:42.773+00
157	23	cutting	NOT_STARTED	\N	\N	\N	2026-04-08 11:00:42.776+00	2026-04-08 11:00:42.776+00
158	23	sewing	NOT_STARTED	\N	\N	\N	2026-04-08 11:00:42.777+00	2026-04-08 11:00:42.777+00
159	23	qc	NOT_STARTED	\N	\N	\N	2026-04-08 11:00:42.845+00	2026-04-08 11:00:42.845+00
160	23	warehouse	NOT_STARTED	\N	\N	\N	2026-04-08 11:00:42.847+00	2026-04-08 11:00:42.847+00
161	23	shipping	NOT_STARTED	\N	\N	\N	2026-04-08 11:00:42.85+00	2026-04-08 11:00:42.85+00
162	24	procurement	IN_PROGRESS	2026-04-08 11:05:10.868+00	\N	\N	2026-04-08 11:05:10.868+00	2026-04-08 11:05:10.868+00
163	24	planning	NOT_STARTED	\N	\N	\N	2026-04-08 11:05:10.87+00	2026-04-08 11:05:10.87+00
164	24	cutting	NOT_STARTED	\N	\N	\N	2026-04-08 11:05:10.871+00	2026-04-08 11:05:10.871+00
165	24	sewing	NOT_STARTED	\N	\N	\N	2026-04-08 11:05:10.872+00	2026-04-08 11:05:10.872+00
166	24	qc	NOT_STARTED	\N	\N	\N	2026-04-08 11:05:10.873+00	2026-04-08 11:05:10.873+00
167	24	warehouse	NOT_STARTED	\N	\N	\N	2026-04-08 11:05:10.874+00	2026-04-08 11:05:10.874+00
168	24	shipping	NOT_STARTED	\N	\N	\N	2026-04-08 11:05:10.875+00	2026-04-08 11:05:10.875+00
